Customer_ID,Age,Gender,Country,Visit_Date,Seating_Region,Ticket_Price,Num_Tickets,Merchandise_Spend,Drink_Spend,Repeat_Visit,Satisfaction_Score,Recommendation_Likelihood,Ticket_Revenue,Total_Revenue,Spend_Per_Ticket,Ancillary_Ratio,Sat_x_Rec,Spend_x_Tickets,Visit_Month,Visit_DayOfWeek,Visit_Quarter,Age_Group
CUST_0060,61,Female,USA,2025-07-05,Economy,60,4,119.14,22.67,1,7.2,7,240,381.81,95.4525,0.3714151017521804,50.4,381.81,7,5,3,56-65
CUST_0061,25,Other,France,2025-07-14,Economy,60,4,13.3,2.52,0,3.4,8,240,255.82000000000002,63.955000000000005,0.06184035650066452,27.2,255.82000000000002,7,0,3,18-25
CUST_0062,64,Male,Sweden,2025-08-07,Premium,150,4,136.56,23.71,0,8.6,9,600,760.27,190.0675,0.21080668709800468,77.39999999999999,760.27,8,3,3,56-65
CUST_0063,52,Female,France,2025-07-10,Economy,60,2,85.47,30.52,0,8.6,7,120,235.99,117.995,0.49150387728293565,60.199999999999996,235.99,7,3,3,46-55
CUST_0064,31,Female,Sweden,2025-02-04,High Economy,100,2,130.47,26.68,1,9.0,8,200,357.15000000000003,178.57500000000002,0.44001119977600445,72.0,357.15000000000003,2,1,1,26-35
CUST_0065,34,Female,Sweden,2025-03-04,VIP,200,2,49.04,23.29,1,7.4,10,400,472.33000000000004,236.16500000000002,0.15313446107594264,74.0,472.33000000000004,3,1,1,26-35
CUST_0066,53,Female,Sweden,2025-04-28,Premium,150,4,183.93,40.01,1,7.3,7,600,823.94,205.985,0.27179163531325096,51.1,823.94,4,0,2,46-55
CUST_0067,67,Female,Australia,2025-04-07,Premium,150,2,64.83,12.34,0,10.0,7,300,377.16999999999996,188.58499999999998,0.2046026990481746,70.0,377.16999999999996,4,0,2,65+
CUST_0068,57,Female,Sweden,2025-01-09,VIP,200,4,62.45,16.14,0,5.6,9,800,878.59,219.6475,0.0894501417043217,50.4,878.59,1,3,1,56-65
CUST_0069,21,Male,Sweden,2025-01-11,Economy,60,1,60.93,6.59,1,7.6,10,60,127.52000000000001,127.52000000000001,0.5294855708908406,76.0,127.52000000000001,1,5,1,18-25
CUST_0070,19,Male,USA,2025-04-23,High Economy,100,4,11.15,70.84,0,8.2,6,400,481.99,120.4975,0.17010726363617504,49.199999999999996,481.99,4,2,2,18-25
CUST_0071,23,Female,UK,2025-08-17,Economy,60,3,76.36,5.85,0,8.9,5,180,262.21000000000004,87.40333333333335,0.31352732542618506,44.5,262.21000000000004,8,6,3,18-25
CUST_0072,59,Male,Germany,2025-03-31,Premium,150,2,17.79,26.67,1,8.3,8,300,344.46000000000004,172.23000000000002,0.12907159031527607,66.4,344.46000000000004,3,0,1,56-65
CUST_0073,21,Male,UK,2025-07-11,VIP,200,2,20.99,11.33,0,6.6,8,400,432.32,216.16,0.07475943745373798,52.8,432.32,7,4,3,18-25
CUST_0074,46,Female,Sweden,2025-05-22,High Economy,100,3,6.84,16.47,0,9.8,9,300,323.30999999999995,107.76999999999998,0.07209798645263062,88.2,323.30999999999995,5,3,2,46-55
CUST_0075,35,Male,USA,2025-06-20,VIP,200,4,8.6,0.98,0,8.0,9,800,809.58,202.395,0.011833296277081943,72.0,809.58,6,4,2,26-35
CUST_0076,43,Female,France,2025-01-03,High Economy,100,1,117.42,27.64,0,5.5,8,100,245.06,245.06,0.5919366685709622,44.0,245.06,1,4,1,36-45
CUST_0077,61,Female,USA,2025-08-16,Economy,60,3,44.99,66.32,0,8.3,10,180,291.31,97.10333333333334,0.3821015413133775,83.0,291.31,8,5,3,56-65
CUST_0078,51,Female,Sweden,2025-06-22,High Economy,100,3,63.91,27.11,0,8.7,7,300,391.02,130.34,0.2327758170937548,60.89999999999999,391.02,6,6,2,46-55
CUST_0079,27,Male,USA,2025-04-29,High Economy,100,4,98.22,0.41,1,10.0,8,400,498.63000000000005,124.65750000000001,0.19780197741812564,80.0,498.63000000000005,4,1,2,26-35
CUST_0080,53,Female,Japan,2025-05-15,Premium,150,2,26.14,22.76,0,8.6,6,300,348.9,174.45,0.14015477214101466,51.599999999999994,348.9,5,3,2,46-55
CUST_0081,31,Male,USA,2025-01-21,VIP,200,4,30.28,4.43,1,5.8,8,800,834.7099999999999,208.67749999999998,0.041583304381162325,46.4,834.7099999999999,1,1,1,26-35
CUST_0082,48,Female,Sweden,2025-09-06,VIP,200,3,104.21,5.6,0,5.8,6,600,709.8100000000001,236.60333333333335,0.15470337132472067,34.8,709.8100000000001,9,5,3,46-55
CUST_0083,65,Male,Australia,2025-07-04,High Economy,100,3,35.42,26.55,0,9.9,6,300,361.97,120.65666666666668,0.17120203331767825,59.400000000000006,361.97,7,4,3,56-65
CUST_0084,32,Female,Japan,2025-04-27,VIP,200,2,123.52,22.92,1,6.8,10,400,546.4399999999999,273.21999999999997,0.26798916623966035,68.0,546.4399999999999,4,6,2,26-35
CUST_0085,25,Female,USA,2025-04-30,Premium,150,2,49.92,28.97,1,5.7,5,300,378.89,189.445,0.20821346564966087,28.5,378.89,4,2,2,18-25
CUST_0086,31,Other,Germany,2025-08-10,High Economy,100,2,117.22,23.06,0,9.5,8,200,340.28000000000003,170.14000000000001,0.4122487363347831,76.0,340.28000000000003,8,6,3,26-35
CUST_0087,40,Female,Germany,2025-07-08,Premium,150,4,36.16,17.01,1,7.3,9,600,653.17,163.2925,0.08140300381217754,65.7,653.17,7,1,3,36-45
CUST_0088,57,Male,USA,2025-06-14,Premium,150,2,125.94,28.04,1,9.4,10,300,453.98,226.99,0.3391779373540684,94.0,453.98,6,5,2,56-65
CUST_0089,38,Female,Australia,2025-01-14,Premium,150,3,14.81,3.52,1,6.6,8,450,468.33,156.10999999999999,0.039139068605470506,52.8,468.3299999999999,1,1,1,36-45
CUST_0090,33,Male,France,2025-07-28,Economy,60,3,68.43,33.73,0,10.0,8,180,282.16,94.05333333333334,0.36206407711936484,80.0,282.16,7,0,3,26-35
CUST_0091,62,Male,Sweden,2025-07-11,High Economy,100,1,33.82,4.59,1,9.3,8,100,138.41,138.41,0.27750885051658114,74.4,138.41,7,4,3,56-65
CUST_0092,35,Male,Germany,2025-09-05,High Economy,100,4,48.83,22.19,1,6.9,10,400,471.02,117.755,0.15077916012058937,69.0,471.02,9,4,3,26-35
CUST_0093,64,Female,France,2025-06-25,VIP,200,1,84.34,41.46,1,5.5,9,200,325.8,325.8,0.3861264579496624,49.5,325.8,6,2,2,56-65
CUST_0094,41,Female,USA,2025-03-25,Economy,60,3,44.1,6.14,0,10.0,7,180,230.23999999999998,76.74666666666666,0.21820708825573318,70.0,230.23999999999995,3,1,1,36-45
CUST_0095,43,Male,France,2025-05-17,High Economy,100,1,91.02,29.71,0,7.7,10,100,220.73,220.73,0.5469578217732071,77.0,220.73,5,5,2,36-45
CUST_0096,42,Female,Japan,2025-07-07,Premium,150,3,97.02,27.13,0,6.9,7,450,574.15,191.38333333333333,0.21623269180527735,48.300000000000004,574.15,7,0,3,36-45
CUST_0097,62,Male,UK,2025-05-22,Economy,60,1,46.07,18.75,0,10.0,6,60,124.82,124.82,0.5193078032366608,60.0,124.82,5,3,2,56-65
CUST_0098,58,Male,Germany,2025-08-06,Premium,150,2,86.69,2.43,1,9.4,6,300,389.12,194.56,0.2290296052631579,56.400000000000006,389.12,8,2,3,56-65
CUST_0099,46,Male,USA,2025-02-03,High Economy,100,1,40.21,22.55,0,9.8,8,100,162.76000000000002,162.76000000000002,0.38559842713197345,78.4,162.76000000000002,2,0,1,46-55
CUST_0100,32,Male,Sweden,2025-02-12,High Economy,100,2,56.27,19.32,0,7.9,8,200,275.59,137.795,0.27428426285424,63.2,275.59,2,2,1,26-35
CUST_0101,62,Female,Australia,2025-04-18,Premium,150,2,77.84,31.16,1,10.0,9,300,409.00000000000006,204.50000000000003,0.26650366748166254,90.0,409.00000000000006,4,4,2,56-65
CUST_0102,18,Female,Japan,2025-03-05,Economy,60,4,31.15,6.28,0,6.0,9,240,277.42999999999995,69.35749999999999,0.13491691597880548,54.0,277.42999999999995,3,2,1,18-25
CUST_0103,42,Female,USA,2025-07-29,Economy,60,2,12.86,40.04,0,7.2,8,120,172.9,86.45,0.3059572006940428,57.6,172.9,7,1,3,36-45
CUST_0104,24,Male,Sweden,2025-05-06,High Economy,100,2,25.45,18.42,0,8.6,10,200,243.87,121.935,0.1798909254930906,86.0,243.87,5,1,2,18-25
CUST_0105,26,Male,Australia,2025-01-09,Premium,150,1,33.78,15.68,0,9.8,8,150,199.46,199.46,0.247969517697784,78.4,199.46,1,3,1,26-35
CUST_0106,41,Male,Australia,2025-01-22,VIP,200,3,101.63,41.37,0,9.0,6,600,743.0,247.66666666666666,0.19246298788694483,54.0,743.0,1,2,1,36-45
CUST_0107,18,Female,USA,2025-05-02,Premium,150,4,38.46,33.88,1,7.9,6,600,672.34,168.085,0.10759437189517208,47.400000000000006,672.34,5,4,2,18-25
CUST_0108,61,Male,Japan,2025-01-11,Economy,60,2,87.99,33.44,0,7.3,10,120,241.43,120.715,0.5029615209377459,73.0,241.43,1,5,1,56-65
CUST_0109,25,Female,France,2025-01-16,Premium,150,4,3.21,8.05,0,9.8,5,600,611.26,152.815,0.01842096652815496,49.0,611.26,1,3,1,18-25
CUST_0110,41,Other,France,2025-02-23,High Economy,100,1,19.04,25.39,0,9.1,8,100,144.43,144.43,0.3076230699993076,72.8,144.43,2,6,1,36-45
CUST_0111,28,Female,Australia,2025-04-14,Economy,60,2,35.54,3.43,0,6.7,10,120,158.97,79.485,0.24514059256463483,67.0,158.97,4,0,2,26-35
CUST_0112,68,Other,France,2025-07-19,VIP,200,1,130.67,9.49,0,6.6,9,200,340.15999999999997,340.15999999999997,0.4120413922859831,59.4,340.15999999999997,7,5,3,65+
CUST_0113,34,Male,UK,2025-02-18,High Economy,100,4,56.5,10.14,0,7.2,8,400,466.64,116.66,0.14280816046631237,57.6,466.64,2,1,1,26-35
CUST_0114,25,Female,Australia,2025-08-24,VIP,200,1,20.66,28.59,0,7.0,6,200,249.25,249.25,0.19759277833500502,42.0,249.25,8,6,3,18-25
CUST_0115,52,Female,Australia,2025-08-17,Economy,60,4,7.86,36.69,1,9.5,10,240,284.55,71.1375,0.15656299420137057,95.0,284.55,8,6,3,46-55
CUST_0116,52,Female,Sweden,2025-01-19,High Economy,100,1,63.15,16.95,0,8.7,10,100,180.1,180.1,0.444752915047196,87.0,180.1,1,6,1,46-55
CUST_0117,50,Male,France,2025-07-07,Premium,150,4,23.04,13.69,0,8.8,9,600,636.73,159.1825,0.057685361142085334,79.2,636.73,7,0,3,46-55
CUST_0118,22,Male,Japan,2025-08-11,Premium,150,3,28.3,30.45,1,8.3,8,450,508.75,169.58333333333334,0.11547911547911548,66.4,508.75,8,0,3,18-25
CUST_0119,59,Male,Australia,2025-05-11,High Economy,100,1,19.98,18.73,0,8.4,9,100,138.71,138.71,0.27907144401989764,75.60000000000001,138.71,5,6,2,56-65
CUST_0120,56,Female,Japan,2025-04-24,Economy,60,1,23.38,18.57,0,5.6,8,60,101.94999999999999,101.94999999999999,0.411476213830309,44.8,101.94999999999999,4,3,2,56-65
CUST_0121,58,Female,UK,2025-05-04,Economy,60,3,15.97,10.08,0,9.2,7,180,206.05,68.68333333333334,0.12642562484833778,64.39999999999999,206.05,5,6,2,56-65
CUST_0122,45,Female,Sweden,2025-03-19,High Economy,100,3,48.5,18.95,0,7.2,9,300,367.45,122.48333333333333,0.18356238944074024,64.8,367.45,3,2,1,36-45
CUST_0123,24,Male,USA,2025-05-06,VIP,200,1,59.12,6.63,0,8.0,8,200,265.75,265.75,0.24741298212605833,64.0,265.75,5,1,2,18-25
CUST_0124,26,Female,Japan,2025-02-16,Premium,150,3,23.85,10.81,0,7.3,9,450,484.66,161.55333333333334,0.07151405108736021,65.7,484.66,2,6,1,26-35
CUST_0125,25,Male,Australia,2025-04-16,VIP,200,2,150.57,44.46,0,8.2,8,400,595.03,297.515,0.3277649866393291,65.6,595.03,4,2,2,18-25
CUST_0126,29,Male,UK,2025-05-14,High Economy,100,4,73.47,15.04,0,8.9,9,400,488.51000000000005,122.12750000000001,0.18118359910749007,80.10000000000001,488.51000000000005,5,2,2,26-35
CUST_0127,51,Male,Germany,2025-04-17,Economy,60,4,6.04,27.76,0,6.5,8,240,273.8,68.45,0.12344777209642076,52.0,273.8,4,3,2,46-55
CUST_0128,50,Female,UK,2025-01-08,High Economy,100,4,55.34,10.67,0,8.4,8,400,466.01000000000005,116.50250000000001,0.1416493208300251,67.2,466.01000000000005,1,2,1,46-55
CUST_0129,65,Male,UK,2025-01-24,Premium,150,2,62.61,43.23,1,7.3,8,300,405.84000000000003,202.92000000000002,0.26079243051448847,58.4,405.84000000000003,1,4,1,56-65
CUST_0130,40,Female,Sweden,2025-05-26,High Economy,100,3,65.03,14.6,1,10.0,10,300,379.63,126.54333333333334,0.20975686852988434,100.0,379.63,5,0,2,36-45
CUST_0131,41,Female,USA,2025-03-30,Economy,60,3,48.28,43.89,1,6.3,9,180,272.17,90.72333333333334,0.338648638718448,56.699999999999996,272.17,3,6,1,36-45
CUST_0132,54,Male,Germany,2025-06-29,Economy,60,1,84.99,8.42,0,6.5,10,60,153.41,153.41,0.6088912065706277,65.0,153.41,6,6,2,46-55
CUST_0133,52,Female,France,2025-03-23,Economy,60,3,106.41,11.85,0,7.5,8,180,298.26,99.42,0.3964996982498491,60.0,298.26,3,6,1,46-55
CUST_0134,61,Male,France,2025-05-22,Premium,150,1,73.83,13.53,0,6.6,8,150,237.35999999999999,237.35999999999999,0.3680485338725986,52.8,237.35999999999999,5,3,2,56-65
CUST_0135,57,Male,Japan,2025-02-04,Premium,150,2,121.53,12.16,0,7.7,6,300,433.69,216.845,0.30826166155548895,46.2,433.69,2,1,1,56-65
CUST_0136,39,Female,UK,2025-07-14,Economy,60,4,95.8,31.32,0,7.2,10,240,367.12,91.78,0.3462628023534539,72.0,367.12,7,0,3,36-45
CUST_0137,44,Male,Sweden,2025-02-10,High Economy,100,4,41.84,31.04,0,8.1,7,400,472.88000000000005,118.22000000000001,0.15411943833530703,56.699999999999996,472.88000000000005,2,0,1,36-45
CUST_0138,52,Female,Sweden,2025-08-31,Premium,150,4,64.81,20.43,0,9.5,10,600,685.2399999999999,171.30999999999997,0.1243943727745024,95.0,685.2399999999999,8,6,3,46-55
CUST_0139,18,Female,France,2025-08-31,Economy,60,3,75.84,27.56,0,8.1,7,180,283.4,94.46666666666665,0.3648553281580805,56.699999999999996,283.4,8,6,3,18-25
CUST_0140,52,Female,Japan,2025-08-25,Economy,60,1,103.57,83.29,1,8.2,9,60,246.86,246.86,0.7569472575548895,73.8,246.86,8,0,3,46-55
CUST_0141,54,Female,Japan,2025-05-21,High Economy,100,1,46.25,23.3,0,6.4,6,100,169.55,169.55,0.41020347979946914,38.400000000000006,169.55,5,2,2,46-55
CUST_0142,64,Female,Japan,2025-06-27,High Economy,100,2,61.04,30.42,0,7.8,7,200,291.46000000000004,145.73000000000002,0.31379949221162423,54.6,291.46000000000004,6,4,2,56-65
CUST_0143,31,Female,Germany,2025-03-28,Premium,150,3,7.57,8.76,0,7.4,8,450,466.33,155.44333333333333,0.035018120215298175,59.2,466.33,3,4,1,26-35
CUST_0144,20,Female,USA,2025-07-08,High Economy,100,2,35.59,10.7,0,9.0,7,200,246.29,123.145,0.1879491656177677,63.0,246.29,7,1,3,18-25
CUST_0145,18,Male,Germany,2025-02-17,High Economy,100,1,2.09,5.26,0,6.9,8,100,107.35000000000001,107.35000000000001,0.06846762925011643,55.2,107.35000000000001,2,0,1,18-25
CUST_0146,22,Male,Australia,2025-08-01,Economy,60,1,22.68,19.02,0,6.7,8,60,101.7,101.7,0.41002949852507375,53.6,101.7,8,4,3,18-25
CUST_0147,43,Female,Australia,2025-04-15,Economy,60,4,28.2,17.76,0,8.5,9,240,285.96,71.49,0.16072177926982797,76.5,285.96,4,1,2,36-45
CUST_0148,31,Female,USA,2025-06-13,Economy,60,3,75.58,3.74,1,10.0,5,180,259.32,86.44,0.30587690883850066,50.0,259.32,6,4,2,26-35
CUST_0149,56,Male,France,2025-05-28,VIP,200,1,26.25,19.95,1,7.7,7,200,246.2,246.2,0.18765231519090173,53.9,246.2,5,2,2,56-65
CUST_0150,44,Female,USA,2025-07-08,Economy,60,4,48.6,22.38,1,8.3,10,240,310.98,77.745,0.2282461894655605,83.0,310.98,7,1,3,36-45
CUST_0151,26,Male,Sweden,2025-02-17,Economy,60,3,65.09,34.58,1,9.4,9,180,279.67,93.22333333333334,0.3563843100797368,84.60000000000001,279.67,2,0,1,26-35
CUST_0152,32,Other,Australia,2025-03-26,High Economy,100,2,47.45,12.85,0,8.8,10,200,260.3,130.15,0.23165578179024204,88.0,260.3,3,2,1,26-35
CUST_0153,32,Male,UK,2025-02-08,Economy,60,3,30.97,28.79,0,8.8,9,180,239.76,79.92,0.24924924924924924,79.2,239.76,2,5,1,26-35
