Age,Ticket_Price,Num_Tickets,Merchandise_Spend,Drink_Spend,Repeat_Visit,Satisfaction_Score,Recommendation_Likelihood,Ticket_Revenue,Total_Revenue,Spend_Per_Ticket,Ancillary_Ratio,Sat_x_Rec,Spend_x_Tickets,Visit_Month,Visit_DayOfWeek,Visit_Quarter,Gender_Male,Gender_Other,Country_France,Country_Germany,Country_Japan,Country_Sweden,Country_UK,Country_USA,Seating_Region_High Economy,Seating_Region_Premium,Seating_Region_VIP,Age_Group_26-35,Age_Group_36-45,Age_Group_46-55,Age_Group_56-65,Age_Group_65+
61,60,3,84.45,52.28,1,9.8,9,180,316.73,105.57666666666667,0.4316926088466518,88.2,316.73,6,5,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
52,150,4,64.81,20.43,0,9.5,10,600,685.2399999999999,171.30999999999997,0.1243943727745024,95.0,685.2399999999999,8,6,3,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
65,150,2,54.38,40.01,1,6.6,8,300,394.39,197.195,0.23933162605542738,52.8,394.39,2,4,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
28,60,2,92.31,21.27,0,6.8,7,120,233.58,116.79,0.48625738505008986,47.6,233.58,3,3,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
49,60,1,56.82,11.5,0,9.9,6,60,128.32,128.32,0.5324189526184538,59.400000000000006,128.32,8,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
68,150,3,57.66,20.65,1,6.7,10,450,528.31,176.10333333333332,0.14822736650830007,67.0,528.31,4,4,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
33,100,2,122.58,27.59,0,10.0,10,200,350.16999999999996,175.08499999999998,0.4288488448467887,100.0,350.16999999999996,2,5,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
25,60,4,13.3,2.52,0,3.4,8,240,255.82000000000002,63.955000000000005,0.06184035650066452,27.2,255.82000000000002,7,0,3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
62,150,3,20.34,11.23,0,8.1,10,450,481.57,160.52333333333334,0.06555640924476193,81.0,481.57000000000005,1,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
40,60,4,35.45,5.09,0,7.8,8,240,280.53999999999996,70.13499999999999,0.1445070221715264,62.4,280.53999999999996,5,3,2,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
39,100,2,41.27,36.13,0,8.1,7,200,277.40000000000003,138.70000000000002,0.2790194664744052,56.699999999999996,277.40000000000003,1,1,1,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
32,60,3,30.97,28.79,0,8.8,9,180,239.76,79.92,0.24924924924924924,79.2,239.76,2,5,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
49,150,1,63.25,37.71,0,8.7,9,150,250.96,250.96,0.40229518648390183,78.3,250.96,6,4,2,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
35,200,1,52.37,16.66,0,7.1,10,200,269.03000000000003,269.03000000000003,0.2565884845556257,71.0,269.03000000000003,1,2,1,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
31,60,3,75.58,3.74,1,10.0,5,180,259.32,86.44,0.30587690883850066,50.0,259.32,6,4,2,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
46,60,4,103.37,0.27,0,9.1,6,240,343.64,85.91,0.3015946921196601,54.599999999999994,343.64,4,6,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24,200,1,72.34,16.38,0,9.0,8,200,288.72,288.72,0.3072873372125242,72.0,288.72,1,4,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
29,60,4,29.58,18.28,1,9.0,7,240,287.86,71.965,0.16626137705829222,63.0,287.86,7,6,3,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
34,100,4,62.0,24.81,1,9.0,7,400,486.81,121.7025,0.17832419218997145,63.0,486.81,6,3,2,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
33,200,1,50.35,30.47,0,5.9,8,200,280.82,280.82,0.2878000142439997,47.2,280.82,8,3,3,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
55,100,3,107.25,22.08,0,9.2,6,300,429.33,143.10999999999999,0.3012368108448047,55.199999999999996,429.3299999999999,8,5,3,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
65,200,4,86.98,38.45,0,10.0,8,800,925.4300000000001,231.35750000000002,0.13553699361377955,80.0,925.4300000000001,1,4,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
35,200,2,37.42,5.05,0,7.2,7,400,442.47,221.235,0.09598390851357154,50.4,442.47,4,0,2,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
38,200,2,6.81,20.0,1,9.4,8,400,426.81,213.405,0.0628148356411518,75.2,426.81,7,1,3,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
69,100,1,108.48,7.02,0,7.2,7,100,215.50000000000003,215.50000000000003,0.5359628770301623,50.4,215.50000000000003,6,1,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
64,100,2,61.04,30.42,0,7.8,7,200,291.46000000000004,145.73000000000002,0.31379949221162423,54.6,291.46000000000004,6,4,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
56,100,1,62.8,31.39,0,9.1,9,100,194.19,194.19,0.48504042432669037,81.89999999999999,194.19,6,5,2,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
49,200,4,96.11,7.82,1,10.0,8,800,903.9300000000001,225.98250000000002,0.11497571714623919,80.0,903.9300000000001,2,1,1,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
37,60,4,173.2,15.66,0,8.9,8,240,428.86,107.215,0.44037681294594966,71.2,428.86,3,3,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
19,150,3,141.74,17.54,1,9.1,8,450,609.28,203.09333333333333,0.2614233193277311,72.8,609.28,4,3,2,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
19,60,2,25.38,4.83,1,6.2,9,120,150.21,75.105,0.20111843419213102,55.800000000000004,150.21,8,4,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
18,200,3,81.74,30.59,0,7.4,8,600,712.33,237.44333333333336,0.15769376553002118,59.2,712.33,3,0,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
22,150,3,28.3,30.45,1,8.3,8,450,508.75,169.58333333333334,0.11547911547911548,66.4,508.75,8,0,3,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
27,60,4,36.84,7.33,0,6.3,7,240,284.17,71.0425,0.15543512686068198,44.1,284.17,9,4,3,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
40,60,2,46.63,18.47,0,9.8,8,120,185.1,92.55,0.35170178282009723,78.4,185.1,8,6,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
47,60,2,34.04,10.37,0,8.4,4,120,164.41,82.205,0.27011738945319624,33.6,164.41,1,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
49,200,1,56.34,19.06,0,8.2,10,200,275.40000000000003,275.40000000000003,0.2737835875090777,82.0,275.40000000000003,3,6,1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
61,60,3,32.93,15.7,0,10.0,7,180,228.63,76.21,0.21270174517779816,70.0,228.63,3,5,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
51,60,4,6.04,27.76,0,6.5,8,240,273.8,68.45,0.12344777209642076,52.0,273.8,4,3,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
24,60,1,48.33,50.91,0,7.2,7,60,159.24,159.24,0.6232102486812358,50.4,159.24,7,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
21,60,1,60.93,6.59,1,7.6,10,60,127.52000000000001,127.52000000000001,0.5294855708908406,76.0,127.52000000000001,1,5,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
52,150,4,220.62,9.52,0,8.7,10,600,830.14,207.535,0.2772303466885104,87.0,830.14,3,2,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
52,100,3,92.04,23.38,0,5.5,10,300,415.42,138.47333333333333,0.2778392951711521,55.0,415.41999999999996,7,2,3,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
45,100,4,51.51,25.0,1,6.3,7,400,476.51,119.1275,0.16056326205116364,44.1,476.51,9,2,3,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
18,60,2,97.28,16.72,0,5.8,8,120,234.0,117.0,0.48717948717948717,46.4,234.0,7,6,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29,150,4,56.76,35.96,0,6.8,4,600,692.72,173.18,0.13384917426954612,27.2,692.72,8,0,3,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
66,150,3,9.15,5.81,0,9.8,7,450,464.96,154.98666666666665,0.03217481073640743,68.60000000000001,464.9599999999999,4,2,2,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
69,150,4,30.76,26.81,1,9.2,9,600,657.5699999999999,164.39249999999998,0.08754961448971213,82.8,657.5699999999999,5,6,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
49,60,3,106.73,59.12,0,10.0,9,180,345.85,115.28333333333335,0.47954315454676877,90.0,345.85,7,2,3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
25,100,3,42.97,7.89,0,7.1,9,300,350.86,116.95333333333333,0.1449581029470444,63.9,350.86,6,4,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
68,100,1,107.5,8.03,0,6.8,9,100,215.53,215.53,0.5360274671739433,61.199999999999996,215.53,1,0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
38,60,4,127.91,49.45,0,4.5,8,240,417.35999999999996,104.33999999999999,0.4249568717653825,36.0,417.35999999999996,1,4,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
20,150,2,36.56,16.61,0,6.9,7,300,353.17,176.585,0.15055072627912902,48.300000000000004,353.17,2,5,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
62,150,2,131.2,49.78,0,8.0,10,300,480.98,240.49,0.3762734417231485,80.0,480.98,1,5,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False
22,150,3,39.21,32.63,0,9.2,5,450,521.84,173.9466666666667,0.1376667177678982,46.0,521.84,1,1,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
54,100,3,196.25,27.22,0,10.0,8,300,523.47,174.49,0.4269012550862513,80.0,523.47,4,6,2,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
49,60,1,102.98,39.22,0,7.8,9,60,202.20000000000002,202.20000000000002,0.7032640949554895,70.2,202.20000000000002,5,6,2,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
50,60,4,24.71,13.94,1,6.9,10,240,278.65,69.6625,0.1387044679705724,69.0,278.65,4,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
57,60,3,39.76,7.7,0,9.0,10,180,227.45999999999998,75.82,0.2086520706937484,90.0,227.45999999999998,2,6,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
56,200,4,84.57,6.71,0,6.3,10,800,891.28,222.82,0.10241450498159949,63.0,891.28,1,6,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
62,200,3,84.16,25.18,0,9.2,7,600,709.3399999999999,236.44666666666663,0.15414328812699132,64.39999999999999,709.3399999999999,7,3,3,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
56,60,1,23.38,18.57,0,5.6,8,60,101.94999999999999,101.94999999999999,0.411476213830309,44.8,101.94999999999999,4,3,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
64,200,4,20.26,7.74,0,7.6,7,800,828.0,207.0,0.033816425120772944,53.199999999999996,828.0,8,6,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
45,60,4,22.08,8.75,1,9.3,10,240,270.83,67.7075,0.1138352472030425,93.0,270.83,3,0,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
52,60,3,57.58,16.49,0,8.6,7,180,254.07,84.69,0.2915338292596528,60.199999999999996,254.07,7,6,3,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
65,200,1,87.29,3.21,0,10.0,10,200,290.5,290.5,0.31153184165232356,100.0,290.5,1,6,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
34,100,2,55.04,19.68,1,7.8,8,200,274.71999999999997,137.35999999999999,0.2719860221316249,62.4,274.71999999999997,4,4,2,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
27,200,1,87.6,2.05,0,7.5,7,200,289.65000000000003,289.65000000000003,0.3095114793716554,52.5,289.65000000000003,4,3,2,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
32,100,4,34.22,16.79,0,7.3,8,400,451.01000000000005,112.75250000000001,0.11310170506197201,58.4,451.01000000000005,2,6,1,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
52,100,4,77.46,25.44,1,9.4,8,400,502.9,125.725,0.2046132431895009,75.2,502.9,6,0,2,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
61,100,1,54.5,24.54,1,5.0,10,100,179.04,179.04,0.44146559428060766,50.0,179.04,8,4,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
27,100,1,29.53,12.87,0,7.9,5,100,142.4,142.4,0.29775280898876405,39.5,142.4,7,2,3,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
28,60,2,35.54,3.43,0,6.7,10,120,158.97,79.485,0.24514059256463483,67.0,158.97,4,0,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
53,150,1,71.93,17.3,0,10.0,8,150,239.23000000000002,239.23000000000002,0.37298833758307903,80.0,239.23000000000002,3,2,1,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
35,100,4,21.97,17.47,0,9.5,5,400,439.44000000000005,109.86000000000001,0.08975059166211541,47.5,439.44000000000005,7,1,3,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
41,100,1,19.04,25.39,0,9.1,8,100,144.43,144.43,0.3076230699993076,72.8,144.43,2,6,1,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False
41,100,3,63.46,12.76,1,7.1,6,300,376.21999999999997,125.40666666666665,0.2025942267822019,42.599999999999994,376.21999999999997,6,2,2,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
67,200,4,73.39,16.39,1,7.3,7,800,889.78,222.445,0.10090134640023377,51.1,889.78,5,0,2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
43,100,2,20.23,19.16,0,9.6,8,200,239.39,119.695,0.16454321400225574,76.8,239.39,5,3,2,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
32,60,3,117.38,17.21,0,9.3,9,180,314.59,104.86333333333333,0.4278266950634159,83.7,314.59,7,2,3,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
42,100,3,82.47,11.66,0,8.3,10,300,394.13000000000005,131.3766666666667,0.23882982772181763,83.0,394.1300000000001,3,5,1,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
64,100,3,20.76,13.31,0,8.2,7,300,334.07,111.35666666666667,0.10198461400305325,57.39999999999999,334.07,2,4,1,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
39,60,4,168.83,18.25,1,8.2,9,240,427.08000000000004,106.77000000000001,0.43804439449283505,73.8,427.08000000000004,8,0,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
55,100,2,21.6,26.47,0,9.0,10,200,248.07,124.035,0.19377595033659856,90.0,248.07,2,3,1,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
45,60,4,41.85,6.14,0,9.6,10,240,287.99,71.9975,0.16663773047675268,96.0,287.99,4,2,2,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
25,100,1,84.75,27.55,0,7.0,7,100,212.3,212.3,0.5289684408855393,49.0,212.3,7,6,3,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
26,100,1,37.83,21.02,0,8.6,8,100,158.85,158.85,0.3704752911551778,68.8,158.85,6,4,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
45,200,2,119.16,17.6,1,6.6,9,400,536.76,268.38,0.25478798718235335,59.4,536.76,3,4,1,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
53,60,1,70.56,18.77,1,10.0,7,60,149.33,149.33,0.5982053170829705,70.0,149.33,8,3,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
64,200,1,84.34,41.46,1,5.5,9,200,325.8,325.8,0.3861264579496624,49.5,325.8,6,2,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
66,200,4,25.99,38.63,0,7.5,7,800,864.62,216.155,0.07473803520621776,52.5,864.62,5,1,2,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
35,100,2,148.3,20.37,0,9.1,9,200,368.67,184.335,0.4575094257737272,81.89999999999999,368.67,1,2,1,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False
18,100,1,2.09,5.26,0,6.9,8,100,107.35000000000001,107.35000000000001,0.06846762925011643,55.2,107.35000000000001,2,0,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
21,60,3,154.3,26.13,1,6.6,7,180,360.43,120.14333333333333,0.5005965097244958,46.199999999999996,360.43,7,2,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
45,150,4,106.84,6.36,0,8.5,9,600,713.2,178.3,0.15872125630959058,76.5,713.2,1,5,1,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
45,200,1,41.96,13.93,0,10.0,8,200,255.89000000000001,255.89000000000001,0.21841416233537847,80.0,255.89000000000001,6,2,2,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
54,150,1,24.47,25.44,0,8.2,9,150,199.91,199.91,0.24966234805662546,73.8,199.91,5,1,2,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
67,60,3,9.2,2.39,0,5.0,5,180,191.58999999999997,63.86333333333332,0.060493762722480304,25.0,191.58999999999997,3,3,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
43,150,3,62.79,6.77,0,9.4,10,450,519.56,173.18666666666664,0.13388251597505582,94.0,519.56,6,1,2,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
42,100,1,13.73,23.93,1,8.1,7,100,137.66,137.66,0.273572570100247,56.699999999999996,137.66,7,4,3,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
58,100,3,122.71,15.01,1,10.0,7,300,437.71999999999997,145.90666666666667,0.3146303573060404,70.0,437.72,3,5,1,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
59,100,2,21.33,18.41,0,7.2,7,200,239.73999999999998,119.86999999999999,0.16576290981897054,50.4,239.73999999999998,1,1,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
51,100,2,70.56,19.67,1,9.4,8,200,290.23,145.115,0.31089136202322293,75.2,290.23,3,0,1,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
49,200,2,58.44,22.94,0,10.0,7,400,481.38,240.69,0.16905563172545598,70.0,481.38,6,6,2,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
67,200,1,42.77,25.99,0,9.5,8,200,268.76,268.76,0.2558416431016521,76.0,268.76,1,4,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
66,60,1,4.2,16.98,0,10.0,8,60,81.18,81.18,0.26090169992609014,80.0,81.18,9,2,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
22,150,3,91.39,27.05,1,7.1,8,450,568.4399999999999,189.48,0.20835972134262193,56.8,568.4399999999999,6,5,2,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
33,60,3,41.62,20.32,0,9.1,10,180,241.94,80.64666666666666,0.25601388774076217,91.0,241.94,3,4,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
43,100,3,30.09,14.83,0,9.0,6,300,344.91999999999996,114.97333333333331,0.130233097529862,54.0,344.91999999999996,3,5,1,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
50,60,1,38.52,2.0,1,7.3,10,60,100.52000000000001,100.52000000000001,0.40310385992837244,73.0,100.52000000000001,3,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
56,150,1,8.14,26.11,1,5.5,7,150,184.25,184.25,0.18588873812754408,38.5,184.25,1,4,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
43,200,4,121.38,6.74,0,9.7,5,800,928.12,232.03,0.1380424945050209,48.5,928.12,4,6,2,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
35,150,4,41.09,23.48,0,6.1,10,600,664.57,166.1425,0.09716056999262682,61.0,664.57,2,4,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
67,150,2,64.83,12.34,0,10.0,7,300,377.16999999999996,188.58499999999998,0.2046026990481746,70.0,377.16999999999996,4,0,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
20,200,4,19.63,34.44,1,8.0,10,800,854.0699999999999,213.51749999999998,0.06330862809839942,80.0,854.0699999999999,7,1,3,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
